HH Profile_ID,Referral Code,HH Profile_Status,Nb_Sub-profile_All,Nb_Sub-profile_Support,FirstOtp_Date,Registration_Date,Underwriting_Date,Update_Date,Completion_Date,Confirmation_Date,FirstOtp-Registration_Time,Registration-Underwriting_Time,Registration-Confirmation_Time,Registration-Calculation_Time,Calculation-Confirmation_Time,Scheme (AFF),AFF,Max Aff,Min Aff,EAS,Result,S01_Income,S02_Occupation,S03_Position,S04_School,S09_Electricity bill,S10_Nb_Members,S11_Phone brand,S13_Hospital,S15_Home ownership,S16_Urban type,S17_Residency,S18_Nb_Properties,S19_Private insurance,S20_Loan type,Q01_Income,Q02_Occupation,Q03_Position,RQ04_School,Q09_Electricity bill,Q10_Nb_Members,Q11_Phone brand,RQ13_Hospital,Q15_Home ownership,Q16_Urban type,RQ17_Residency,Q18_Properties,Q19_Private insurance,Q20_Loan type,Q23_Nb_Dependents,Q24_High treament cost
48,1BVK,CONFIRMING,2,2,16/01/2024 09:45,16/01/2024 10:49,16/01/2024 11:41,16/01/2024 15:39,16/01/2024 15:30,,01:03:59,00:52:22,,04:40:52,,Able to afford with PAP scheme A,>=65,>=65,>=65,7 (Very High),7.11218,4,4.84,4.84,4,8,8.8,8.8,8.8,4.8,6.4,7.2,5.6,5.6,5.6,360,Bán buôn tự do,Không có / Chức vụ khác,Class 7,2.500.000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
50,24QY175,CONFIRMED,2,2,15/01/2024 11:34,16/01/2024 10:58,16/01/2024 11:52,19/01/2024 14:39,19/01/2024 14:32,19/01/2024 14:39,23:23:55,00:53:26,75:41:10,75:33:43,00:07:27,Able to afford with PAP scheme A,>=65,>=65,>=65,14 (Very High),14.2463,6,7.26,7.66,14,18,18.8,19.2,19.2,6.8,8.4,9.2,10.8,12.4,13,1791,Nhân viên văn phòng cho cty vừa và nhỏ,Quản lý cấp trung,Class 1,1.590.000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 2 ngôi nhà khác,Có,"Có khoản vay mua nhà, mua ô tô",0,0
51,1BVK,CONFIRMED,2,2,16/01/2024 08:35,16/01/2024 11:34,16/01/2024 11:51,16/01/2024 22:29,16/01/2024 18:52,16/01/2024 22:29,02:59:15,00:17:09,10:54:56,07:18:31,03:36:25,Able to afford with PAP scheme A,>=65,>=65,>=65,9 (Very High),9.84875,6,7.26,8.06,6.4,10.4,11.2,11.6,11.6,6.8,8.4,9.2,7.6,7.6,7.6,780,Làm nông,Quản lý cấp cao,Class 6,1.492.000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
52,4UBHN,CONFIRMED,2,2,16/01/2024 11:25,16/01/2024 11:54,16/01/2024 12:00,21/01/2024 10:23,21/01/2024 10:23,21/01/2024 10:23,00:28:57,00:06:12,118:29:39,118:29:08,00:00:31,Able to afford with PAP scheme C,6.903632,10.2,5.1,2 (Low),2.35365,1,1.21,1.21,1,1.8,2.6,3,3,1.8,3.4,3.4,1.8,1.8,1.2,72,Lao động tự do,Không có / Chức vụ khác,Class 7,459.000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
53,28TN,CONFIRMED,3,3,16/01/2024 12:06,16/01/2024 12:35,16/01/2024 15:48,20/01/2024 09:17,19/01/2024 15:45,20/01/2024 09:17,00:28:50,03:13:13,92:42:37,75:10:18,17:32:19,Able to afford with PAP scheme B,15.184358,15.4,10.2,3 (Middle),3.95853,1,1.21,1.21,1,5,5.4,5.8,5.8,1.8,3.4,4.2,4.2,4.2,3.6,98.4,Khác,Nhân viên,Không,2.254.000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
54,28TN,CONFIRMED,2,2,16/01/2024 11:39,16/01/2024 12:41,16/01/2024 12:48,17/01/2024 13:53,17/01/2024 13:53,17/01/2024 13:53,01:02:21,00:06:41,25:12:14,25:11:40,00:00:34,Able to afford with PAP scheme C,9.142654,10.2,5.1,2 (Low),2.79268,1,1.21,1.21,1,2.6,3.4,3.8,3.8,1.8,3.4,3.4,1.8,3.4,3.4,108.0912,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,480.000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào,0,0
55,24QY175,CONFIRMED,2,2,16/01/2024 11:26,16/01/2024 13:47,16/01/2024 16:02,19/01/2024 14:28,19/01/2024 14:27,19/01/2024 14:28,02:20:56,02:15:12,72:40:36,72:39:56,00:00:40,Able to afford with PAP scheme A,>=65,>=65,>=65,8 (Very High),8.45608,4,4.84,5.64,5.6,9.6,10.4,10.8,10.8,4.8,6.4,7.2,5.6,7.2,7.8,372,Lao động tự do,Quản lý cấp cao,Class 4,880.000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,Có khoản vay khác,0,0
56,28TN,CONFIRMED,3,3,16/01/2024 13:53,16/01/2024 14:31,16/01/2024 16:18,18/01/2024 17:41,17/01/2024 17:31,18/01/2024 17:41,00:38:23,01:46:46,51:09:51,27:00:07,24:09:44,Able to afford with PAP scheme A,30.325943,30.4,20.3,5 (Upper),5.99267,3,3.63,3.63,3,7,7.4,7.8,7.8,3.8,4.6,5.4,3.8,3.8,3.8,305.0028,Công chức nhà nước,Không có / Chức vụ khác,Không,1.811.000,3,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
57,1BVK,REJECTED,3,3,12/01/2024 10:42,16/01/2024 14:49,16/01/2024 16:17,21/01/2024 18:15,16/01/2024 20:20,21/01/2024 18:15,100:06:41,01:27:55,123:26:17,05:30:40,117:55:37,Able to afford with PAP scheme A,>=65,>=65,>=65,7 (Very High),7.10242,4,4,4.8,4,8,8.4,8.8,8.8,4.8,6.4,7.2,7.2,7.2,7.2,361.6716,Kinh doanh có giấy phép,Giám đốc,Class 7,1.040.000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
58,24QY175,CONFIRMED,5,3,16/01/2024 14:12,16/01/2024 15:38,16/01/2024 16:16,20/01/2024 15:06,20/01/2024 15:05,20/01/2024 15:06,01:25:25,00:37:59,95:28:54,95:27:45,00:01:09,Able to afford with PAP scheme B,18.782145,20.3,15.4,4 (Upper-Middle),4.69023,2,2.42,2.42,2,6,6,6,6,2.8,4.4,4.4,4.4,6,6.6,212.4,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,908.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Thuê Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Có,Có khoản vay khác,0,0
59,28TN,CONFIRMED,3,3,16/01/2024 15:58,16/01/2024 17:31,16/01/2024 17:41,25/01/2024 12:25,25/01/2024 12:15,25/01/2024 12:25,01:33:41,00:09:46,210:53:18,210:43:20,00:09:58,Able to afford with PAP scheme A,20.013117,20.3,15.4,4 (Upper-Middle),4.94145,2,2.42,2.42,2,6,6.4,6.8,6.8,2.8,3.6,4.4,2.8,2.8,2.8,190.0224,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Không,997.000,3,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
60,18UBNA,CONFIRMED,3,3,16/01/2024 17:21,16/01/2024 17:39,16/01/2024 17:48,23/01/2024 14:40,23/01/2024 14:39,23/01/2024 14:40,00:17:56,00:09:10,165:00:27,164:59:40,00:00:47,Able to afford with PAP scheme C,3.990219,5.1,0.1,1 (Very Low),1.77804,1,1.21,1.21,1,1.8,2.2,2.2,2.2,1.8,1.8,1.8,0.2,0.2,-0.4,107.124,Làm nông,Không có / Chức vụ khác,Không,383.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
61,26FV,CONFIRMED,3,2,16/01/2024 17:25,16/01/2024 18:07,16/01/2024 18:51,25/01/2024 16:00,22/01/2024 09:48,25/01/2024 16:00,00:41:55,00:43:07,213:52:39,135:40:58,78:11:41,Able to afford with PAP scheme A,30.325943,30.4,20.3,5 (Upper),5.99267,3,3.63,3.63,3,5.4,5.8,6.2,7.8,3.8,4.6,5.4,3.8,3.8,3.8,240,Bán buôn tự do,Không có / Chức vụ khác,Không,642.000,3,Apple,Class 1,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
62,9QY103,CONFIRMED,2,2,16/01/2024 11:37,16/01/2024 18:39,16/01/2024 18:40,17/01/2024 17:47,17/01/2024 17:34,17/01/2024 17:47,07:02:14,00:00:44,23:07:31,22:54:50,00:12:41,Able to afford with PAP scheme B,15.937774,20.3,15.4,4 (Upper-Middle),4.10975,1,1.21,1.21,1,5,5.8,6.2,6.2,1.8,3.4,3.4,1.8,1.8,1.8,72,Lao động tự do,Nhân viên,Class 7,912.000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
63,3QD108,CONFIRMED,3,2,16/01/2024 18:47,16/01/2024 19:00,17/01/2024 07:05,17/01/2024 10:46,17/01/2024 10:45,17/01/2024 10:46,00:13:07,12:04:45,15:45:51,15:45:20,00:00:31,Able to afford with PAP scheme C,6.903632,10.2,5.1,2 (Low),2.35365,1,1.21,1.21,1,2.6,3,2.6,2.6,1.8,3.4,3.4,1.8,1.8,1.8,60,Khác,Không có / Chức vụ khác,Không,512.000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
64,12PTW,CONFIRMED,2,2,16/01/2024 19:59,16/01/2024 20:17,17/01/2024 07:13,26/01/2024 18:16,26/01/2024 17:52,26/01/2024 18:16,00:17:51,10:56:35,237:59:38,237:35:00,00:24:38,Able to afford with PAP scheme C,11.861413,15.4,10.2,3 (Middle),3.3195,2,2.42,2.42,2,2.8,3.6,4,4,2.8,2.8,2.8,1.2,2.8,3.4,120,Làm nông,Không có / Chức vụ khác,Class 7,145.000,2,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Có khoản vay khác,0,0
65,12PTW,CONFIRMING,4,3,15/01/2024 20:10,16/01/2024 20:41,17/01/2024 07:19,22/01/2024 16:50,22/01/2024 16:50,,24:30:35,10:37:53,,140:08:49,,Able to afford with PAP scheme A,18.937508,20.3,15.4,4 (Upper-Middle),4.72194,2,2.42,2.42,2,6,6,6.4,6.4,2.8,4.4,4.4,4.4,4.4,4.4,196.734,Lao động tự do,Không có / Chức vụ khác,Không,1.050.000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
66,4UBHN,CONFIRMED,3,2,16/01/2024 20:26,16/01/2024 20:44,17/01/2024 07:28,29/01/2024 10:16,29/01/2024 10:14,29/01/2024 10:16,00:17:46,10:43:27,301:31:31,301:29:30,00:02:01,Able to afford with PAP scheme C,14.042895,15.4,10.2,3 (Middle),3.73902,1,1.21,1.21,1,5,5.4,5.4,5.4,1.8,3.4,4.2,2.6,2.6,3.2,24,Công nhân nhà máy,Không có / Chức vụ khác,Không,896.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác,0,0
67,1BVK,CONFIRMED,3,1,16/01/2024 20:23,16/01/2024 20:49,17/01/2024 07:32,02/02/2024 09:36,02/02/2024 09:33,02/02/2024 09:36,00:25:58,10:43:05,396:46:40,396:44:12,00:02:28,Able to afford with PAP scheme A,19.678482,20.3,15.4,4 (Upper-Middle),4.87316,2,2.42,2.42,2,6,6.4,6.8,6.8,2.8,2.8,3.6,2,2,2.6,180,Công chức nhà nước,Nhân viên,Class 7,3.457.000,3,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác,0,0
68,24QY175,CONFIRMED,4,2,16/01/2024 20:47,16/01/2024 21:12,17/01/2024 07:39,22/01/2024 14:40,18/01/2024 18:19,18/01/2024 18:24,00:25:05,10:27:06,45:12:07,45:07:18,00:04:49,Able to afford with PAP scheme B,18.268238,20.3,15.4,4 (Upper-Middle),4.58535,2,2.42,2.42,2,6,6,6.4,6.4,2.8,2.8,2.8,1.2,1.2,0.6,120,Bán buôn tự do,Không có / Chức vụ khác,Không,1.414.000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay tiêu dùng,0,0
69,24QY175,CONFIRMED,3,2,16/01/2024 21:32,16/01/2024 21:57,17/01/2024 07:45,23/01/2024 07:57,22/01/2024 18:35,23/01/2024 07:57,00:24:48,09:48:37,154:00:20,140:38:46,13:21:34,Able to afford with PAP scheme A,55.42862,65.4,30.4,6 (High),6.68779,4,4,4,4,8,8.4,8.4,8.4,4.8,6.4,7.2,5.6,5.6,5.6,429.6696,Nghỉ hưu,Không có / Chức vụ khác,Không,855.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
70,3QD108,CONFIRMED,2,2,16/01/2024 19:32,16/01/2024 21:58,17/01/2024 07:52,18/01/2024 15:42,17/01/2024 17:18,18/01/2024 15:42,02:25:44,09:54:12,41:43:56,19:20:33,22:23:23,Able to afford with PAP scheme A,23.995012,30.4,20.3,5 (Upper),5.36584,2,2.42,2.42,2,6,6.8,7.2,7.2,2.8,4.4,5.2,5.2,6.8,6.8,192,Công chức nhà nước,Không có / Chức vụ khác,Class 7,1.010.000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào,0,0
71,3QD108,CONFIRMED,3,2,16/01/2024 19:14,16/01/2024 22:27,17/01/2024 08:00,17/01/2024 17:39,17/01/2024 17:37,17/01/2024 17:39,03:12:55,09:32:59,19:11:53,19:10:30,00:01:23,Able to afford with PAP scheme C,13.370687,15.4,10.2,3 (Middle),3.60975,2,2.08,2.08,2,3.6,4,4.4,4.4,2.8,4.4,5.2,3.6,3.6,4.2,229.4004,"Nhân viên văn phòng cho cty lớn, doanh nghiệp đa quốc gia",Nhân viên,Class 7,547.000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản vay mua nhà, mua ô tô",0,0
72,1BVK,CONFIRMED,3,2,16/01/2024 20:13,16/01/2024 22:30,17/01/2024 08:20,20/01/2024 08:47,20/01/2024 08:17,20/01/2024 08:47,02:17:03,09:49:45,82:16:29,81:46:56,00:29:33,Able to afford with PAP scheme C,9.503372,10.2,5.1,2 (Low),2.86341,2,2,2,2,2.8,3.2,3.2,3.2,2.8,4.4,4.4,2.8,2.8,2.8,230.0724,Nghỉ hưu,Không có / Chức vụ khác,Không,275.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
73,4UBHN,CONFIRMED,2,1,15/01/2024 09:33,17/01/2024 08:52,17/01/2024 08:53,25/01/2024 09:27,25/01/2024 09:26,25/01/2024 09:27,47:19:02,00:01:04,192:35:16,192:34:04,00:01:12,Able to afford with PAP scheme C,10.263386,15.4,10.2,3 (Middle),3.01219,1,1.21,1.21,1,3.4,4.2,4.2,4.2,1.8,3.4,3.4,1.8,1.8,1.8,0,Lao động tự do,Nhân viên,Không,638.000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
74,1BVK,CONFIRMED,5,2,16/01/2024 20:46,17/01/2024 09:53,17/01/2024 12:32,23/01/2024 19:18,23/01/2024 18:01,23/01/2024 19:18,13:06:42,02:39:22,153:25:17,152:08:10,01:17:07,Able to afford with PAP scheme B,17.192629,20.3,15.4,4 (Upper-Middle),4.36584,2,2.42,2.42,2,6,5.6,6,6,2.8,2.8,2.8,1.2,1.2,0.6,132,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,885.000,>4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",4,0
75,26FV,CONFIRMED,2,2,17/01/2024 09:57,17/01/2024 10:26,17/01/2024 12:41,17/01/2024 18:57,17/01/2024 18:44,17/01/2024 18:57,00:28:37,02:15:13,08:31:34,08:18:14,00:13:20,Able to afford with PAP scheme C,9.56558,10.2,5.1,2 (Low),2.8756,1,1.21,1.21,1,1.8,2.6,2.6,4.2,1.8,1.8,1.8,0.2,0.2,0.2,72,Làm nông,Không có / Chức vụ khác,Không,331.000,2,Samsung / Vivo / OPPO,Class 1,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
76,18UBNA,CONFIRMED,4,1,17/01/2024 09:58,17/01/2024 10:53,17/01/2024 13:51,31/01/2024 21:34,31/01/2024 14:10,31/01/2024 21:34,00:55:03,02:58:08,346:41:25,339:16:53,07:24:32,Able to afford with PAP scheme C,2.6365643,5.1,0.1,1 (Very Low),1.50731,1,1,1,1,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.2,0.2,0.2,60.696,Nghỉ hưu,Không có / Chức vụ khác,Không,304.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
77,23UBHCM,CONFIRMED,3,3,16/01/2024 11:40,17/01/2024 11:44,17/01/2024 14:03,17/01/2024 20:10,17/01/2024 20:08,17/01/2024 20:10,24:04:29,02:19:11,08:25:57,08:24:15,00:01:42,Able to afford with PAP scheme A,32.618347,65.4,30.4,6 (High),6.06096,3,3.63,3.63,3,7,7.4,7.8,7.8,3.8,5.4,6.2,4.6,4.6,4.6,312,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,1.505.000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
80,12PTW,CONFIRMED,2,2,17/01/2024 14:45,17/01/2024 15:22,17/01/2024 15:42,22/01/2024 11:59,22/01/2024 10:18,22/01/2024 11:59,00:37:39,00:19:33,116:36:31,114:55:45,01:40:46,Able to afford with PAP scheme C,10.263386,15.4,10.2,3 (Middle),3.01219,1,1.21,1.21,1,3.4,4.2,4.2,4.2,1.8,3.4,3.4,1.8,3.4,3.4,84,Lao động tự do,Không có / Chức vụ khác,Class 7,626.000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào,0,0
81,12PTW,CONFIRMED,3,3,17/01/2024 14:23,17/01/2024 15:41,17/01/2024 15:58,23/01/2024 14:07,23/01/2024 14:05,23/01/2024 14:07,01:18:17,00:16:04,142:25:16,142:23:07,00:02:09,Able to afford with PAP scheme A,51.43473,65.4,30.4,6 (High),6.57804,3,3.63,3.63,3,6.2,6.6,7,7,3.8,5.4,17.4,17.4,17.4,17.4,312.53796,Công chức nhà nước,Không có / Chức vụ khác,Không,824.000,3,Apple,Class 4,Có,Class - Special / 1,Thuê Biệt thự,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
82,3QD108,CONFIRMED,3,3,17/01/2024 14:58,17/01/2024 15:51,17/01/2024 16:04,22/01/2024 16:43,22/01/2024 16:42,22/01/2024 16:43,00:53:12,00:12:23,120:51:56,120:50:25,00:01:31,Able to afford with PAP scheme B,16.5592,20.3,15.4,4 (Upper-Middle),4.23657,3,3.63,3.63,3,3.8,4.2,4.6,4.6,3.8,5.4,5.4,5.4,5.4,5.4,264,Lao động tự do,Không có / Chức vụ khác,Không,273.000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
83,3QD108,CONFIRMED,3,1,17/01/2024 15:53,17/01/2024 16:15,17/01/2024 16:53,18/01/2024 18:41,18/01/2024 18:29,18/01/2024 18:41,00:21:34,00:37:56,26:26:17,26:14:00,00:12:17,Able to afford with PAP scheme C,4.417052,5.1,0.1,1 (Very Low),1.86341,1,1,1,1,1.8,2.2,1.8,1.8,1.8,2.6,3.4,1.8,1.8,1.2,34.146,Nghỉ hưu,Không có / Chức vụ khác,Không,263.000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
84,1BVK,CONFIRMED,2,2,17/01/2024 11:51,17/01/2024 16:23,17/01/2024 16:36,29/01/2024 16:30,23/01/2024 14:44,29/01/2024 16:30,04:32:00,00:12:52,288:07:01,142:20:40,145:46:21,Able to afford with PAP scheme C,6.903632,10.2,5.1,2 (Low),2.35365,1,1.21,1.21,1.4,2.2,3,2.6,2.6,1.8,3.4,3.4,1.8,1.8,1.2,72,Lao động tự do,Không có / Chức vụ khác,Class 6,434.000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay tiêu dùng,0,0
85,4UBHN,CONFIRMED,4,4,17/01/2024 15:32,17/01/2024 16:47,17/01/2024 17:16,25/01/2024 15:10,22/01/2024 12:30,25/01/2024 15:10,01:14:32,00:28:45,190:23:30,115:43:11,74:40:19,Able to afford with PAP scheme A,60.39889,65.4,30.4,6 (High),6.82437,4,4.84,4.84,4,8,8,8.4,8.4,4.8,6.4,6.4,4.8,4.8,4.8,444,Lao động tự do,Không có / Chức vụ khác,Class 7,858.000,4,Apple,Class 4,Có,Class - Special / 1,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
86,9QY103,CONFIRMING,2,2,17/01/2024 15:33,17/01/2024 16:48,17/01/2024 17:07,22/01/2024 12:36,22/01/2024 12:36,,01:14:35,00:19:48,,115:48:02,,Able to afford with PAP scheme A,>=65,>=65,>=65,9 (Very High),9.40973,6,7.26,8.06,6,10,10.8,10.8,10.8,6.8,8.4,9.2,9.2,9.2,9.2,1440,Chủ doanh nghiệp,Giám đốc,Class 7,2.095.000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
87,3QD108,CONFIRMED,2,2,17/01/2024 16:44,17/01/2024 17:07,17/01/2024 18:01,19/01/2024 12:36,19/01/2024 12:23,19/01/2024 12:36,00:23:03,00:53:58,43:28:55,43:15:42,00:13:13,Able to afford with PAP scheme A,38.121227,65.4,30.4,6 (High),6.21218,3,3.63,3.63,3,7,7.8,8.2,8.2,3.8,5.4,4.6,3,3,3,240,Bán buôn tự do,Không có / Chức vụ khác,Không,1.672.000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Căn hộ chung cư,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
88,27DHYDHCM,CONFIRMED,4,2,17/01/2024 16:23,17/01/2024 17:38,17/01/2024 18:10,22/01/2024 18:40,22/01/2024 17:55,22/01/2024 18:40,01:15:16,00:31:12,121:01:45,120:16:45,00:45:00,Able to afford with PAP scheme B,17.192629,20.3,15.4,4 (Upper-Middle),4.36584,2,2.42,2.42,2.8,5.2,5.2,5.6,6,2.8,2.8,2.8,1.2,1.2,1.2,216,Công nhân nhà máy,Nhân viên,Class 5,669.000,4,Apple,Class 3,Có,,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
90,3QD108,CONFIRMED,3,2,17/01/2024 16:19,17/01/2024 20:41,18/01/2024 10:22,19/01/2024 17:18,19/01/2024 17:15,19/01/2024 17:18,04:21:26,13:41:37,44:37:06,44:34:12,00:02:54,Able to afford with PAP scheme C,5.8587527,10.2,5.1,2 (Low),2.14878,1,1.21,1.21,1,2.6,3,2.6,2.6,1,1,0.2,-1.4,-1.4,-2,69.6,Làm nông,Không có / Chức vụ khác,Không,500.000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - 4 / 5,Thuê Phòng trọ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
91,4UBHN,CONFIRMED,3,2,17/01/2024 21:23,17/01/2024 21:39,17/01/2024 21:55,23/01/2024 10:30,23/01/2024 10:26,23/01/2024 10:30,00:16:08,00:15:28,132:50:25,132:46:37,00:03:48,Able to afford with PAP scheme A,20.013117,20.3,15.4,4 (Upper-Middle),4.94145,2,2.42,2.42,2,6,6.4,6.8,6.8,2.8,4.4,4.4,2.8,2.8,2.8,135.6,Công chức nhà nước,Không có / Chức vụ khác,Class 7,858.000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
92,4UBHN,CONFIRMED,2,2,17/01/2024 21:14,17/01/2024 21:45,17/01/2024 21:54,20/01/2024 16:59,20/01/2024 14:29,20/01/2024 16:59,00:31:48,00:09:03,67:13:45,64:43:07,02:30:38,Able to afford with PAP scheme B,17.120926,20.3,15.4,4 (Upper-Middle),4.35121,2,2.42,2.42,2,4.4,5.2,5.6,5.6,2.8,4.4,5.2,3.6,3.6,3.6,204,Lao động tự do,Không có / Chức vụ khác,Không,620.000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
